Date,Open,High,Low,Close,Volume
2020-01-02,66.68113625378123,68.0027784959496,66.68113625378123,67.96450805664062,28132000
2020-01-03,66.99477145157972,68.21949378904033,66.87965675921359,67.63098907470703,23728000
2020-01-06,67.10113580957623,69.41239412040363,67.10113580957623,69.29857635498047,34646000
2020-01-07,69.48399250795852,69.73499536687207,69.10822010585153,69.2553482055664,30054000
2020-01-08,69.19270329039529,70.16194804120731,69.13107317016384,69.80109405517578,30560000
2020-01-09,70.60879013786557,70.94479031968247,70.09682633773947,70.57200622558594,30018000
2020-01-10,70.9562228270138,71.32249959680215,70.49844891574355,71.0640869140625,36414000
2020-01-13,71.38219488764605,71.60039554495954,70.8796811249898,71.5362777709961,33046000
2020-01-14,71.52533842250335,71.66400997842213,70.9964843646267,71.1212387084961,31178000
2020-01-15,71.08794508692259,71.64389037744586,71.08794508692259,71.5347900390625,25654000
2020-01-16,71.9443433543662,72.17049992883474,71.62026573851588,72.15608215332031,23474000
2020-01-17,72.7132866836968,73.62710536182733,72.48017524611778,73.58212280273438,47924000
2020-01-21,73.51900075196944,74.15173723299375,73.12533698547217,73.78144073486328,40734000
2020-01-22,74.10948512930564,74.71657140247247,73.80777360412793,73.85847473144531,32216000
2020-01-23,73.94247937315839,74.33414843003644,73.66711574572199,73.89326477050781,27024000
2020-01-24,74.23821307805481,74.33290321561466,72.82958636128654,72.90216064453125,35692000
2020-01-27,71.12721481590667,71.47862635207109,70.64010476018741,71.27135467529297,35104000
2020-01-28,71.72366495202083,72.36982559892975,71.20027156677037,72.19883728027344,31548000
2020-01-29,72.50900587054568,72.83854427284919,71.90956451950167,72.50055694580078,21554000
2020-01-30,71.572570401017,72.43345060338369,71.39562079392836,72.36187744140625,26788000
2020-01-31,73.01101223310602,73.07214937487387,71.00443830178473,71.28775787353516,48344000
2020-02-03,72.66805324571506,74.05978221357088,72.51844509306235,73.85797882080078,60736000
2020-02-04,72.42300986115556,73.04083554381477,70.89360290309025,71.92596435546875,78660000
2020-02-05,72.68892270746554,72.759502311752,71.10533360196291,71.98361206054688,39724000
2020-02-06,72.08800488247648,73.66214415271976,72.05022742090019,73.37535095214844,33588000
2020-02-07,72.93147283297034,73.85299698929876,72.88425291101468,73.52445220947266,23446000
2020-02-10,73.28040785258403,75.02900882318552,73.28040785258403,74.98825073242188,28398000
2020-02-11,75.14382206362947,76.02955583209153,74.83704426510636,74.99371337890625,26892000
2020-02-12,75.27654090412152,75.58545751351691,74.95992621811281,75.46492004394531,23352000
2020-02-13,75.18757088995828,75.90779233470114,74.78546583154147,75.28549194335938,18590000
2020-02-14,75.33222234501021,75.58770751953125,74.92166071844879,75.58770751953125,23956000
2020-02-18,75.3023974856087,76.1289814075754,75.18261084820992,75.53451538085938,22414000
2020-02-19,75.80291546994543,76.15263568015233,75.62049759794319,75.88343811035156,18986000
2020-02-20,75.65032126810799,76.03006778030607,74.89581113683175,75.4589614868164,21932000
2020-02-21,74.95594336565443,75.1639582860548,73.58460119179834,73.81671905517578,34634000
2020-02-24,70.88414735149254,71.42394558501702,70.15250394751014,70.65948486328125,57342000
2020-02-25,71.22662194650655,71.48209951201612,68.71157292012217,69.01228332519531,49566000
2020-02-26,69.39451119796496,70.36673664691537,68.5425729469828,69.24738311767578,44048000
2020-02-27,67.70057094056038,68.1799222022741,65.46933465375724,65.51506805419922,59566000
2020-02-28,63.49756154504397,66.66075826447636,63.174481217107626,66.57079315185547,75782000
2020-03-02,67.18116155132975,69.1325671323239,65.94874117281783,69.04508209228516,48630000
2020-03-03,69.55753907551126,70.090867903578,66.20645627249193,66.67318725585938,48046000
